ticker,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2
DSG,,,28.0,43.0,34.0,51.0,17.0,14.0,13.0,16.0,13.0,0.0,4.0
DTC,25.0,52.0,51.0,29.0,43.0,55.0,47.0,58.0,54.0,59.0,57.0,52.0,51.0
DTL,62.0,56.0,50.0,40.0,55.0,51.0,20.0,16.0,51.0,15.0,69.0,23.0,40.0
DTT,57.0,58.0,54.0,69.0,65.0,65.0,65.0,75.0,69.0,68.0,63.0,,56.0
DVG,,,,,,,,,,,75.0,64.0,69.0
DXV,69.0,83.0,69.0,64.0,64.0,77.0,79.0,71.0,67.0,75.0,68.0,62.0,68.0
ELC,67.0,67.0,69.0,72.0,71.0,71.0,70.0,69.0,64.0,67.0,67.0,55.0,60.0
FCM,53.0,58.0,59.0,62.0,64.0,65.0,56.0,77.0,61.0,64.0,,57.0,52.0
FDC,23.0,22.0,70.0,33.0,79.0,65.0,60.0,56.0,55.0,47.0,51.0,52.0,63.0
FIC,61.0,62.0,71.0,67.0,55.0,52.0,48.0,53.0,53.0,53.0,52.0,56.0,
GAB,,,,76.0,71.0,91.0,84.0,61.0,56.0,64.0,59.0,57.0,55.0
GKM,62.0,67.0,55.0,58.0,49.0,54.0,37.0,54.0,44.0,50.0,55.0,56.0,51.0
GLC,,69.0,67.0,63.0,41.0,44.0,64.0,36.0,,37.0,6.0,,10.0
GMX,87.0,100.0,82.0,76.0,92.0,100.0,100.0,98.0,96.0,100.0,92.0,72.0,71.0
GVT,59.0,,,,,,,,,,,,
HAG,52.0,63.0,13.0,41.0,18.0,9.0,13.0,45.0,18.0,15.0,0.0,14.0,51.0
HAI,54.0,64.0,70.0,61.0,67.0,61.0,55.0,63.0,56.0,58.0,61.0,60.0,59.0
HAP,65.0,76.0,71.0,76.0,69.0,65.0,61.0,69.0,67.0,67.0,82.0,66.0,68.0
HCC,66.0,77.0,57.0,62.0,76.0,69.0,65.0,63.0,59.0,56.0,59.0,58.0,59.0
HCD,72.0,72.0,64.0,74.0,76.0,72.0,66.0,69.0,66.0,57.0,61.0,59.0,64.0
HDA,58.0,60.0,77.0,65.0,62.0,57.0,69.0,59.0,12.0,67.0,57.0,42.0,50.0
HGM,88.0,100.0,100.0,96.0,87.0,87.0,83.0,94.0,95.0,81.0,87.0,100.0,100.0
HHP,55.0,57.0,52.0,60.0,48.0,52.0,47.0,59.0,55.0,54.0,55.0,59.0,54.0
HII,67.0,68.0,60.0,67.0,66.0,71.0,58.0,54.0,63.0,71.0,64.0,71.0,70.0
HLA,7.0,9.0,58.0,10.0,15.0,6.0,9.0,17.0,9.0,14.0,0.0,,
HLC,55.0,61.0,55.0,56.0,58.0,51.0,60.0,59.0,21.0,30.0,14.0,42.0,21.0
HLY,0.0,4.0,0.0,35.0,15.0,8.0,58.0,12.0,0.0,0.0,23.0,21.0,
HMC,71.0,75.0,84.0,73.0,74.0,77.0,64.0,72.0,70.0,81.0,76.0,95.0,78.0
HNG,52.0,18.0,5.0,23.0,13.0,9.0,0.0,50.0,16.0,6.0,51.0,11.0,6.0
HOM,53.0,54.0,58.0,45.0,51.0,53.0,64.0,59.0,58.0,58.0,53.0,51.0,48.0
HPG,79.0,91.0,75.0,89.0,84.0,74.0,72.0,89.0,78.0,87.0,74.0,88.0,87.0
HPH,60.0,,,,56.0,,,,,,,,
HPM,50.0,94.0,56.0,62.0,45.0,46.0,37.0,50.0,20.0,28.0,73.0,50.0,57.0
HSG,53.0,56.0,54.0,58.0,60.0,60.0,55.0,66.0,63.0,78.0,70.0,81.0,79.0
HSP,,,94.0,98.0,77.0,83.0,89.0,93.0,76.0,95.0,83.0,92.0,73.0
HT1,67.0,67.0,71.0,68.0,77.0,76.0,70.0,70.0,71.0,74.0,68.0,65.0,71.0
HVT,66.0,97.0,74.0,97.0,93.0,67.0,68.0,67.0,61.0,65.0,57.0,64.0,64.0
HVX,18.0,50.0,54.0,33.0,40.0,54.0,51.0,55.0,61.0,54.0,51.0,53.0,50.0
IRC,85.0,85.0,97.0,92.0,94.0,67.0,100.0,52.0,81.0,73.0,100.0,71.0,85.0
KHB,,,,44.0,33.0,24.0,48.0,47.0,46.0,42.0,21.0,39.0,49.0
KHD,72.0,68.0,70.0,,,,,,,,,,
KHL,0.0,1.0,1.0,8.0,,,,,,,,,
KLM,,,,,,,,,71.0,,,,
KMT,66.0,69.0,63.0,62.0,66.0,69.0,60.0,63.0,59.0,64.0,72.0,62.0,61.0
KPF,53.0,63.0,36.0,50.0,35.0,51.0,73.0,4.0,58.0,7.0,61.0,56.0,56.0
KSB,72.0,73.0,78.0,82.0,77.0,67.0,71.0,68.0,71.0,64.0,73.0,66.0,69.0
KSK,16.0,22.0,50.0,41.0,,,,,,,,,
KSQ,66.0,64.0,85.0,55.0,60.0,60.0,69.0,61.0,82.0,71.0,84.0,75.0,85.0
KSV,52.0,47.0,41.0,43.0,50.0,51.0,33.0,52.0,24.0,54.0,56.0,55.0,57.0
KVC,51.0,52.0,52.0,52.0,50.0,50.0,28.0,29.0,31.0,41.0,35.0,36.0,48.0
LAS,58.0,53.0,58.0,43.0,52.0,49.0,39.0,55.0,57.0,65.0,63.0,69.0,58.0
LBM,95.0,100.0,97.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,85.0,92.0,94.0
LCM,59.0,66.0,62.0,74.0,70.0,86.0,87.0,59.0,71.0,80.0,66.0,69.0,32.0
LIC,1.0,20.0,8.0,2.0,2.0,5.0,13.0,0.0,0.0,29.0,0.0,0.0,0.0
LM3,0.0,4.0,54.0,,,,,,,,,,
LTG,63.0,58.0,67.0,60.0,73.0,64.0,62.0,54.0,69.0,67.0,69.0,66.0,53.0
MCC,71.0,84.0,70.0,70.0,93.0,84.0,84.0,68.0,68.0,65.0,56.0,55.0,60.0
MCP,66.0,65.0,80.0,71.0,74.0,57.0,61.0,65.0,69.0,56.0,57.0,55.0,60.0
MDC,19.0,40.0,29.0,43.0,34.0,52.0,47.0,53.0,27.0,42.0,50.0,46.0,25.0
MDF,54.0,55.0,58.0,48.0,50.0,57.0,44.0,25.0,17.0,58.0,59.0,,66.0
MEL,41.0,48.0,50.0,48.0,50.0,50.0,49.0,51.0,43.0,46.0,56.0,62.0,60.0
MIM,16.0,53.0,16.0,42.0,18.0,17.0,0.0,10.0,13.0,4.0,0.0,,22.0
MSR,71.0,62.0,71.0,64.0,54.0,66.0,32.0,24.0,32.0,68.0,51.0,24.0,45.0
MVC,65.0,95.0,79.0,69.0,73.0,86.0,85.0,64.0,58.0,63.0,70.0,58.0,
NBC,15.0,19.0,52.0,45.0,46.0,52.0,28.0,42.0,9.0,64.0,23.0,22.0,30.0
NFC,100.0,65.0,59.0,94.0,99.0,70.0,63.0,100.0,96.0,77.0,63.0,85.0,91.0
NHC,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,74.0,92.0
NHP,23.0,42.0,53.0,35.0,34.0,24.0,,52.0,,,,,
NKG,64.0,64.0,61.0,64.0,66.0,69.0,65.0,65.0,61.0,67.0,68.0,73.0,76.0
NNC,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,95.0,88.0
NSC,71.0,70.0,94.0,89.0,79.0,72.0,82.0,65.0,80.0,67.0,74.0,62.0,60.0
NSH,50.0,36.0,26.0,44.0,49.0,38.0,23.0,39.0,33.0,36.0,20.0,20.0,34.0
NTP,67.0,70.0,68.0,77.0,86.0,72.0,75.0,84.0,73.0,91.0,72.0,88.0,65.0
PAS,,,65.0,59.0,65.0,60.0,52.0,55.0,60.0,48.0,46.0,55.0,45.0
PBP,59.0,56.0,68.0,73.0,70.0,49.0,67.0,55.0,52.0,70.0,82.0,56.0,61.0
PCE,91.0,100.0,77.0,81.0,100.0,100.0,100.0,89.0,88.0,97.0,100.0,77.0,99.0
PCM,61.0,66.0,,,,67.0,59.0,,71.0,,,,
PCN,64.0,53.0,51.0,56.0,,,,,,,,,
PDB,59.0,61.0,60.0,60.0,58.0,77.0,62.0,59.0,59.0,59.0,52.0,57.0,59.0
PIS,65.0,65.0,63.0,71.0,69.0,63.0,71.0,74.0,68.0,67.0,58.0,61.0,55.0
PLC,60.0,59.0,60.0,65.0,62.0,60.0,59.0,65.0,61.0,61.0,59.0,62.0,63.0
PLP,56.0,54.0,50.0,53.0,51.0,52.0,61.0,64.0,58.0,56.0,34.0,50.0,18.0
PMB,100.0,100.0,91.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,,87.0
PMP,51.0,58.0,54.0,44.0,35.0,53.0,48.0,52.0,55.0,51.0,52.0,49.0,43.0
POM,66.0,67.0,53.0,55.0,47.0,43.0,36.0,28.0,27.0,31.0,21.0,24.0,32.0
PSE,88.0,98.0,99.0,89.0,89.0,100.0,100.0,89.0,80.0,75.0,85.0,91.0,89.0
PSW,100.0,82.0,96.0,100.0,100.0,93.0,100.0,96.0,84.0,88.0,100.0,95.0,90.0
PTE,50.0,34.0,20.0,33.0,40.0,27.0,,,,,53.0,25.0,21.0
PVO,54.0,,,,81.0,,,,,,,,
QNC,10.0,19.0,53.0,30.0,38.0,23.0,58.0,52.0,57.0,16.0,,,
RDP,19.0,20.0,24.0,33.0,38.0,53.0,53.0,47.0,46.0,30.0,18.0,23.0,30.0
S72,0.0,53.0,42.0,45.0,24.0,65.0,11.0,9.0,4.0,63.0,56.0,,55.0
SCJ,55.0,36.0,16.0,34.0,31.0,32.0,20.0,40.0,23.0,41.0,16.0,20.0,15.0
SCL,19.0,50.0,52.0,49.0,47.0,56.0,33.0,63.0,65.0,61.0,70.0,,57.0
SDK,60.0,88.0,63.0,82.0,74.0,63.0,55.0,,54.0,,,,55.0
SDN,63.0,80.0,74.0,82.0,77.0,74.0,77.0,83.0,71.0,77.0,91.0,71.0,70.0
SDY,22.0,22.0,54.0,,,,,,,,,,
SFG,59.0,55.0,53.0,50.0,55.0,28.0,52.0,50.0,54.0,38.0,45.0,39.0,53.0
SJF,68.0,63.0,56.0,60.0,58.0,41.0,22.0,59.0,20.0,43.0,52.0,23.0,51.0
SPA,74.0,75.0,,,,,,,,,,,
SPI,63.0,53.0,62.0,55.0,51.0,57.0,56.0,56.0,55.0,54.0,35.0,22.0,76.0
SPP,20.0,43.0,28.0,9.0,15.0,0.0,30.0,14.0,,,,,
SQC,50.0,51.0,51.0,45.0,50.0,57.0,59.0,64.0,63.0,62.0,68.0,52.0,54.0
SSC,81.0,96.0,100.0,92.0,87.0,83.0,90.0,66.0,83.0,91.0,73.0,61.0,74.0
SSM,47.0,59.0,21.0,25.0,42.0,64.0,36.0,56.0,38.0,67.0,58.0,72.0,56.0
STP,78.0,81.0,69.0,85.0,76.0,78.0,72.0,84.0,72.0,84.0,69.0,70.0,63.0
SVI,58.0,64.0,59.0,68.0,78.0,86.0,83.0,86.0,67.0,76.0,69.0,58.0,55.0
TBX,21.0,44.0,26.0,53.0,44.0,54.0,31.0,51.0,22.0,40.0,57.0,,63.0
TC6,55.0,17.0,50.0,30.0,52.0,21.0,48.0,54.0,54.0,27.0,14.0,10.0,38.0
TCR,22.0,15.0,11.0,19.0,29.0,54.0,63.0,32.0,37.0,42.0,22.0,18.0,42.0
TDC,0.0,2.0,56.0,7.0,29.0,12.0,55.0,34.0,13.0,54.0,53.0,4.0,15.0
TDN,54.0,54.0,60.0,56.0,39.0,23.0,63.0,54.0,60.0,33.0,55.0,37.0,45.0
TDP,54.0,51.0,35.0,44.0,54.0,56.0,34.0,54.0,44.0,52.0,23.0,51.0,44.0
TDS,100.0,83.0,73.0,100.0,86.0,88.0,80.0,99.0,100.0,100.0,100.0,97.0,90.0
THG,61.0,63.0,55.0,70.0,60.0,67.0,60.0,69.0,76.0,62.0,60.0,58.0,53.0
THT,68.0,58.0,90.0,54.0,44.0,37.0,59.0,50.0,55.0,34.0,57.0,17.0,55.0
TKA,64.0,,,,,,,,,,,,
TLD,63.0,66.0,53.0,51.0,43.0,50.0,41.0,54.0,50.0,63.0,55.0,50.0,44.0
TLH,65.0,73.0,61.0,73.0,64.0,64.0,53.0,59.0,56.0,59.0,68.0,68.0,84.0
TMB,80.0,74.0,74.0,69.0,83.0,72.0,94.0,100.0,70.0,68.0,71.0,70.0,81.0
TMG,100.0,99.0,100.0,100.0,100.0,100.0,92.0,80.0,72.0,81.0,75.0,96.0,92.0
TMX,96.0,100.0,100.0,100.0,92.0,100.0,100.0,93.0,87.0,100.0,100.0,85.0,92.0
TNB,70.0,77.0,63.0,87.0,71.0,62.0,65.0,70.0,70.0,,,,
TNC,100.0,97.0,83.0,88.0,100.0,68.0,77.0,100.0,100.0,99.0,82.0,88.0,89.0
TNI,59.0,64.0,55.0,63.0,59.0,64.0,55.0,60.0,56.0,53.0,60.0,50.0,52.0
TNS,52.0,51.0,17.0,2.0,35.0,36.0,55.0,68.0,61.0,52.0,52.0,58.0,52.0
TNT,,75.0,57.0,67.0,63.0,58.0,63.0,66.0,60.0,53.0,70.0,72.0,92.0
TPC,53.0,51.0,53.0,51.0,52.0,57.0,50.0,58.0,57.0,57.0,51.0,33.0,45.0
TPP,5.0,27.0,27.0,43.0,21.0,39.0,30.0,41.0,40.0,31.0,19.0,14.0,24.0
TTB,60.0,51.0,19.0,63.0,54.0,52.0,20.0,20.0,18.0,39.0,17.0,20.0,20.0
TTP,62.0,66.0,61.0,81.0,72.0,82.0,81.0,92.0,78.0,85.0,74.0,65.0,52.0
TTS,52.0,57.0,56.0,53.0,57.0,56.0,63.0,72.0,62.0,62.0,54.0,56.0,55.0
TVD,57.0,66.0,58.0,63.0,61.0,63.0,58.0,64.0,62.0,46.0,20.0,51.0,36.0
TVN,81.0,80.0,74.0,91.0,83.0,68.0,73.0,57.0,61.0,62.0,59.0,63.0,58.0
TXM,75.0,86.0,76.0,71.0,89.0,93.0,91.0,73.0,76.0,82.0,80.0,76.0,74.0
VAF,86.0,97.0,63.0,89.0,68.0,71.0,65.0,92.0,77.0,80.0,67.0,87.0,78.0
VBC,53.0,61.0,61.0,65.0,52.0,60.0,42.0,63.0,56.0,69.0,59.0,60.0,47.0
VCA,81.0,71.0,66.0,90.0,78.0,66.0,66.0,89.0,77.0,100.0,99.0,91.0,76.0
VCS,98.0,100.0,98.0,100.0,98.0,100.0,100.0,100.0,89.0,100.0,96.0,95.0,93.0
VCX,10.0,9.0,12.0,20.0,34.0,26.0,31.0,27.0,30.0,38.0,25.0,21.0,22.0
VFG,63.0,62.0,61.0,64.0,82.0,71.0,61.0,67.0,71.0,83.0,65.0,70.0,73.0
VGC,67.0,68.0,65.0,75.0,75.0,72.0,66.0,72.0,67.0,73.0,59.0,63.0,65.0
VIF,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,69.0,95.0,87.0,89.0,77.0
VIS,59.0,50.0,50.0,50.0,46.0,54.0,44.0,52.0,57.0,62.0,62.0,54.0,60.0
VPS,64.0,62.0,61.0,60.0,67.0,58.0,59.0,58.0,64.0,63.0,65.0,58.0,57.0
VQC,90.0,96.0,92.0,,97.0,,,,,,,,
VTQ,,,,,,,,,,,,,18.0
VTS,64.0,63.0,81.0,63.0,64.0,65.0,66.0,60.0,59.0,67.0,60.0,54.0,51.0
VTV,57.0,65.0,54.0,50.0,50.0,59.0,40.0,61.0,55.0,50.0,50.0,54.0,47.0
XPH,62.0,65.0,61.0,62.0,69.0,79.0,70.0,,,,,,61.0
YBM,56.0,62.0,8.0,39.0,38.0,51.0,22.0,58.0,51.0,55.0,23.0,50.0,38.0
AGG,,,,,74.0,47.0,59.0,12.0,53.0,17.0,59.0,31.0,54.0
BAX,88.0,81.0,77.0,100.0,100.0,87.0,94.0,78.0,75.0,100.0,87.0,92.0,89.0
BCM,47.0,38.0,52.0,52.0,51.0,45.0,54.0,55.0,55.0,56.0,55.0,48.0,57.0
C21,100.0,77.0,84.0,76.0,81.0,78.0,96.0,69.0,60.0,62.0,82.0,54.0,59.0
CDC,47.0,41.0,26.0,47.0,39.0,59.0,47.0,72.0,44.0,55.0,25.0,44.0,46.0
CEO,61.0,50.0,47.0,60.0,72.0,53.0,61.0,42.0,8.0,40.0,44.0,19.0,22.0
CKG,,,18.0,14.0,40.0,14.0,0.0,12.0,28.0,19.0,17.0,19.0,28.0
CLG,49.0,41.0,32.0,29.0,14.0,0.0,67.0,22.0,,,,,
CRE,100.0,83.0,84.0,71.0,93.0,94.0,90.0,81.0,99.0,81.0,72.0,90.0,75.0
CTX,23.0,31.0,20.0,49.0,62.0,54.0,53.0,36.0,25.0,28.0,,24.0,28.0
D11,35.0,11.0,58.0,34.0,100.0,45.0,62.0,21.0,14.0,13.0,64.0,20.0,
DRH,,43.0,50.0,49.0,56.0,38.0,65.0,55.0,60.0,61.0,45.0,44.0,47.0
DTA,24.0,19.0,35.0,13.0,26.0,43.0,39.0,7.0,33.0,,28.0,,35.0
DTI,84.0,,72.0,89.0,,,,,,,,,
DXD,,,,,,,,54.0,15.0,,,,
DXG,65.0,65.0,71.0,75.0,65.0,73.0,59.0,50.0,24.0,54.0,35.0,77.0,78.0
DXS,,,,,,,,,,,,,77.0
FDG,67.0,34.0,43.0,34.0,29.0,39.0,,,,,,,
FIR,98.0,70.0,55.0,96.0,92.0,82.0,77.0,71.0,68.0,70.0,60.0,55.0,80.0
FLC,74.0,56.0,56.0,61.0,59.0,68.0,62.0,60.0,51.0,63.0,77.0,50.0,59.0
G36,45.0,50.0,54.0,29.0,26.0,13.0,14.0,27.0,55.0,51.0,55.0,22.0,17.0
HAR,57.0,71.0,58.0,70.0,70.0,71.0,87.0,68.0,74.0,66.0,78.0,72.0,69.0
HD6,52.0,,,,49.0,,,,28.0,,,22.0,41.0
HDC,51.0,26.0,44.0,34.0,31.0,19.0,43.0,59.0,47.0,39.0,54.0,45.0,52.0
HDG,35.0,53.0,65.0,60.0,55.0,59.0,39.0,66.0,67.0,53.0,54.0,77.0,27.0
HPI,45.0,61.0,44.0,30.0,54.0,21.0,57.0,40.0,41.0,67.0,57.0,46.0,50.0
HPX,34.0,13.0,57.0,30.0,49.0,39.0,74.0,45.0,32.0,42.0,53.0,35.0,41.0
HTT,,34.0,25.0,44.0,18.0,19.0,23.0,31.0,39.0,34.0,29.0,,
HU1,0.0,13.0,46.0,27.0,4.0,12.0,55.0,30.0,26.0,47.0,57.0,59.0,53.0
IDV,91.0,93.0,89.0,100.0,90.0,88.0,100.0,93.0,96.0,92.0,78.0,100.0,
IJC,35.0,31.0,24.0,39.0,51.0,62.0,30.0,83.0,32.0,41.0,61.0,99.0,73.0
ITA,65.0,59.0,47.0,53.0,69.0,63.0,,66.0,65.0,71.0,60.0,79.0,68.0
ITC,43.0,51.0,40.0,36.0,20.0,8.0,50.0,24.0,50.0,46.0,57.0,34.0,
ITS,53.0,59.0,61.0,52.0,64.0,58.0,68.0,71.0,56.0,75.0,62.0,67.0,29.0
KAC,51.0,34.0,64.0,64.0,75.0,45.0,,,69.0,,,,
KBC,66.0,67.0,63.0,66.0,85.0,67.0,83.0,67.0,59.0,56.0,56.0,83.0,64.0
KHA,100.0,100.0,100.0,84.0,85.0,100.0,79.0,90.0,100.0,100.0,100.0,100.0,100.0
KHG,,,,,,,,,,,,,81.0
KOS,73.0,56.0,69.0,66.0,65.0,63.0,62.0,62.0,62.0,60.0,68.0,63.0,69.0
L14,100.0,94.0,92.0,93.0,100.0,99.0,100.0,99.0,79.0,82.0,74.0,96.0,100.0
LDG,55.0,77.0,83.0,66.0,68.0,73.0,78.0,54.0,61.0,68.0,53.0,49.0,54.0
LGL,34.0,44.0,58.0,79.0,69.0,57.0,57.0,33.0,15.0,44.0,60.0,26.0,34.0
LHG,83.0,55.0,64.0,81.0,66.0,62.0,69.0,88.0,66.0,62.0,69.0,73.0,100.0
LMH,84.0,67.0,74.0,77.0,83.0,63.0,68.0,44.0,,45.0,,,
NBB,42.0,42.0,52.0,46.0,76.0,67.0,33.0,39.0,60.0,73.0,89.0,39.0,62.0
NDN,57.0,71.0,65.0,60.0,64.0,53.0,55.0,51.0,79.0,100.0,75.0,97.0,88.0
NDX,85.0,83.0,69.0,71.0,81.0,71.0,56.0,62.0,63.0,55.0,78.0,76.0,74.0
NLG,99.0,99.0,63.0,69.0,73.0,69.0,100.0,77.0,60.0,60.0,72.0,78.0,58.0
NRC,94.0,82.0,63.0,68.0,81.0,76.0,65.0,53.0,80.0,69.0,86.0,47.0,60.0
NTC,76.0,72.0,100.0,96.0,100.0,100.0,99.0,100.0,83.0,86.0,64.0,100.0,95.0
NVL,62.0,48.0,70.0,60.0,52.0,48.0,66.0,58.0,61.0,67.0,51.0,60.0,62.0
PDR,76.0,62.0,88.0,91.0,64.0,62.0,73.0,65.0,62.0,78.0,74.0,73.0,74.0
PFL,30.0,29.0,30.0,32.0,19.0,17.0,18.0,24.0,35.0,30.0,31.0,26.0,50.0
PIV,47.0,41.0,68.0,60.0,65.0,53.0,68.0,55.0,51.0,52.0,51.0,45.0,58.0
PTL,41.0,50.0,39.0,48.0,53.0,55.0,65.0,46.0,56.0,59.0,48.0,35.0,74.0
PV2,86.0,73.0,90.0,85.0,87.0,80.0,80.0,45.0,72.0,80.0,37.0,57.0,70.0
PVL,55.0,32.0,72.0,37.0,26.0,38.0,24.0,42.0,57.0,33.0,60.0,29.0,59.0
PXA,24.0,,,28.0,,,,,,,0.0,,
PXC,31.0,33.0,25.0,30.0,33.0,,,,,,,,
QCG,39.0,27.0,39.0,48.0,46.0,52.0,37.0,51.0,62.0,48.0,50.0,42.0,49.0
RCL,55.0,48.0,52.0,46.0,47.0,27.0,62.0,41.0,56.0,50.0,,36.0,56.0
SCR,62.0,32.0,36.0,44.0,35.0,42.0,20.0,43.0,22.0,30.0,43.0,40.0,63.0
SGR,38.0,46.0,69.0,52.0,60.0,50.0,56.0,64.0,70.0,40.0,24.0,19.0,53.0
SIP,,,,74.0,85.0,82.0,68.0,71.0,86.0,82.0,100.0,100.0,100.0
SJS,28.0,34.0,44.0,42.0,37.0,28.0,53.0,37.0,25.0,30.0,59.0,42.0,53.0
SNZ,73.0,62.0,58.0,68.0,66.0,72.0,73.0,82.0,74.0,72.0,67.0,79.0,74.0
SSH,,,,,,,,,,,,,41.0
SZC,53.0,63.0,42.0,61.0,65.0,75.0,51.0,69.0,61.0,53.0,41.0,52.0,67.0
SZL,100.0,86.0,84.0,79.0,88.0,91.0,100.0,100.0,88.0,91.0,88.0,90.0,88.0
TEG,84.0,86.0,87.0,72.0,70.0,60.0,75.0,77.0,55.0,69.0,72.0,81.0,77.0
THD,,,,,,,100.0,100.0,78.0,93.0,61.0,86.0,77.0
TIP,83.0,73.0,100.0,100.0,88.0,77.0,85.0,86.0,95.0,72.0,99.0,100.0,96.0
TIX,100.0,86.0,95.0,85.0,82.0,90.0,93.0,100.0,88.0,96.0,99.0,100.0,100.0
TN1,,88.0,74.0,97.0,94.0,100.0,87.0,100.0,83.0,96.0,70.0,83.0,77.0
UDJ,61.0,50.0,51.0,25.0,61.0,70.0,75.0,51.0,69.0,57.0,45.0,60.0,73.0
USD,,45.0,,,,,,,,,,,
VC3,67.0,41.0,36.0,48.0,23.0,59.0,45.0,42.0,56.0,54.0,61.0,56.0,58.0
VCG,65.0,58.0,59.0,56.0,63.0,62.0,62.0,54.0,67.0,82.0,57.0,54.0,42.0
VHM,94.0,67.0,60.0,73.0,94.0,81.0,81.0,89.0,67.0,82.0,86.0,91.0,98.0
VIC,70.0,50.0,52.0,48.0,58.0,53.0,51.0,50.0,27.0,40.0,39.0,45.0,61.0
VPH,48.0,29.0,58.0,46.0,46.0,39.0,47.0,26.0,58.0,32.0,38.0,16.0,55.0
VPI,29.0,55.0,,35.0,32.0,24.0,66.0,20.0,18.0,27.0,56.0,11.0,22.0
VRC,94.0,85.0,84.0,75.0,68.0,67.0,81.0,58.0,58.0,58.0,64.0,64.0,69.0
VRE,100.0,90.0,92.0,97.0,87.0,88.0,94.0,94.0,88.0,90.0,100.0,100.0,100.0
CMG,58.0,66.0,48.0,90.0,44.0,69.0,55.0,100.0,47.0,94.0,43.0,79.0,56.0
FPT,68.0,90.0,76.0,100.0,89.0,98.0,84.0,100.0,78.0,100.0,80.0,97.0,99.0
FRT,66.0,84.0,79.0,100.0,89.0,91.0,64.0,100.0,69.0,100.0,49.0,79.0,55.0
KST,53.0,56.0,73.0,65.0,95.0,60.0,86.0,100.0,75.0,100.0,87.0,95.0,100.0
LGC,54.0,55.0,43.0,66.0,45.0,48.0,46.0,80.0,47.0,92.0,39.0,61.0,47.0
MFS,,,,100.0,,,,,,,,,
NAG,32.0,7.0,31.0,44.0,47.0,33.0,35.0,49.0,48.0,29.0,28.0,42.0,40.0
ONW,,,,,47.0,,,,,,,,
PIA,75.0,100.0,100.0,100.0,,100.0,99.0,100.0,90.0,100.0,100.0,100.0,100.0
PMT,49.0,19.0,33.0,,,,,,,,,,
POT,9.0,0.0,12.0,13.0,27.0,9.0,27.0,4.0,17.0,0.0,22.0,26.0,0.0
PSD,62.0,70.0,76.0,100.0,49.0,93.0,55.0,100.0,51.0,100.0,79.0,97.0,100.0
SBD,,,,11.0,,,,37.0,,,,,
SGT,28.0,20.0,67.0,42.0,35.0,25.0,29.0,37.0,28.0,27.0,28.0,38.0,30.0
TST,25.0,48.0,30.0,16.0,43.0,34.0,37.0,13.0,31.0,37.0,34.0,30.0,30.0
TTN,69.0,63.0,77.0,85.0,100.0,91.0,47.0,57.0,48.0,100.0,75.0,85.0,48.0
UNI,64.0,68.0,100.0,96.0,77.0,72.0,85.0,100.0,87.0,86.0,42.0,41.0,48.0
VEC,45.0,60.0,41.0,70.0,49.0,48.0,66.0,88.0,44.0,95.0,47.0,81.0,90.0
VLA,94.0,94.0,100.0,100.0,85.0,100.0,100.0,100.0,89.0,100.0,100.0,75.0,86.0
VTB,43.0,58.0,40.0,67.0,51.0,77.0,44.0,100.0,42.0,100.0,80.0,79.0,96.0
VTC,23.0,43.0,28.0,16.0,18.0,48.0,68.0,39.0,26.0,47.0,36.0,,43.0
ASP,39.0,42.0,51.0,42.0,33.0,34.0,32.0,32.0,34.0,38.0,,40.0,34.0
AVC,100.0,90.0,56.0,38.0,40.0,44.0,49.0,34.0,44.0,95.0,100.0,100.0,96.0
BDW,31.0,35.0,5.0,22.0,37.0,39.0,23.0,29.0,31.0,59.0,18.0,30.0,46.0
BGW,94.0,100.0,94.0,95.0,100.0,100.0,100.0,81.0,92.0,95.0,79.0,65.0,85.0
BHA,24.0,64.0,47.0,20.0,25.0,38.0,26.0,24.0,31.0,,54.0,26.0,29.0
BLW,95.0,,,90.0,97.0,82.0,100.0,,,,,,
BNW,49.0,45.0,43.0,38.0,45.0,48.0,38.0,41.0,46.0,68.0,57.0,40.0,44.0
BPW,,,,15.0,15.0,8.0,,39.0,47.0,,27.0,31.0,32.0
BTP,93.0,60.0,69.0,44.0,83.0,47.0,100.0,99.0,86.0,69.0,77.0,46.0,60.0
BTW,89.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
BWE,53.0,56.0,61.0,47.0,40.0,40.0,43.0,42.0,35.0,57.0,53.0,38.0,40.0
BWS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CHP,84.0,20.0,89.0,72.0,36.0,21.0,49.0,33.0,33.0,45.0,100.0,33.0,46.0
CLW,48.0,89.0,88.0,85.0,100.0,100.0,67.0,96.0,86.0,93.0,91.0,91.0,95.0
CMW,32.0,22.0,10.0,21.0,15.0,21.0,24.0,27.0,30.0,16.0,17.0,13.0,3.0
CTW,43.0,57.0,62.0,48.0,43.0,41.0,43.0,44.0,38.0,61.0,36.0,43.0,47.0
